"ICD","Description","ICA","LGPS","RF","Lasso"
"R900","Intrakranielle Raumforderung",372,280,103,1838
"S026","Unterkieferfraktur",372,280,706,1838
"S069","Intrakranielle Verletzung, nicht näher bezeichnet",372,280,605,1838
"S208","Oberflächliche Verletzung sonstiger und nicht näher bezeichneter Teile des Thorax",372,280,174,1838
"S273","Sonstige Verletzungen der Lunge",372,280,606,1838
"S510","Offene Wunde des Ellenbogens",372,280,37,1838
"S621","Fraktur eines oder mehrerer sonstiger Handwurzelknochen",372,280,485,1838
"S663","Verletzung der Streckmuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand",372,280,268,1838
"S808","Sonstige oberflächliche Verletzungen des Unterschenkels",372,280,172,1838
"S836","Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile des Knies",372,280,178,1838
"S900","Prellung der Knöchelregion",372,280,697,1838
"S925","Fraktur einer sonstigen Zehe",372,280,148,1838
"T141","Offene Wunde an einer nicht näher bezeichneten Körperregion",372,280,112,1838
"T68","Hypothermie",372,280,686,1838
"U505","Sehr schwere motorische Funktionseinschränkung",372,280,227,1838
"Z048","Untersuchung und Beobachtung aus sonstigen näher bezeichneten Gründen",372,280,192,1838
"Z431","Versorgung eines Gastrostomas",372,280,683,1838
"Z433","Versorgung eines Kolostomas",372,280,123,1838
"Z520","Blutspender",372,280,176,1838
"Z958","Vorhandensein von sonstigen kardialen oder vaskulären Implantaten oder Transplantaten",372,280,569,1838
"Z980","Zustand nach intestinalem Bypass oder intestinaler Anastomose",372,280,611,1838
"C539","Bösartige Neubildung: Cervix uteri, nicht näher bezeichnet",405,325,512,1838
"D141","Gutartige Neubildung: Larynx",406.5,315.5,533,1838
"N321","Vesikointestinalfistel",406.5,315.5,64,1838
"F231","Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie",409.5,321.5,616,1838
"G359","Multiple Sklerose, nicht näher bezeichnet",409.5,321.5,660,1838
"K519","Colitis ulcerosa, nicht näher bezeichnet",409.5,321.5,656,1838
"S021","Schädelbasisfraktur",409.5,321.5,19,1838
"T861","Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates",412,329,514,1838
"D259","Leiomyom des Uterus, nicht näher bezeichnet",414,327,100,1838
"K612","Anorektalabszess",414,327,700,1838
"M798","Sonstige näher bezeichnete Krankheiten des Weichteilgewebes",414,327,137,1838
"C710","Bösartige Neubildung: Zerebrum, ausgenommen Hirnlappen und Ventrikel",416,546.5,296,1838
"C151","Bösartige Neubildung: Thorakaler Ösophagus",421.5,546.5,87,1838
"C608","Bösartige Neubildung: Penis, mehrere Teilbereiche überlappend",421.5,546.5,428,1838
"C711","Bösartige Neubildung: Frontallappen",421.5,546.5,376,1838
"H919","Hörverlust, nicht näher bezeichnet",421.5,546.5,641,1838
"J860","Pyothorax mit Fistel",421.5,546.5,630,1838
"K028","Sonstige Zahnkaries",421.5,546.5,73,1838
"M890","Neurodystrophie [Algodystrophie]",421.5,546.5,284,1838
"N488","Sonstige näher bezeichnete Krankheiten des Penis",421.5,546.5,618,1838
"Q188","Sonstige näher bezeichnete angeborene Fehlbildungen des Gesichtes und des Halses",421.5,546.5,258,1838
"Z082","Nachuntersuchung nach Chemotherapie wegen bösartiger Neubildung",421.5,546.5,310,1838
"C493","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Thorax",427,546.5,138,1838
"A046","Enteritis durch Yersinia enterocolitica",583,546.5,188,1838
"A049","Bakterielle Darminfektion, nicht näher bezeichnet",583,546.5,391,1838
"A058","Sonstige näher bezeichnete bakteriell bedingte Lebensmittelvergiftungen",583,546.5,355,1838
"A260","Haut-Erysipeloid",583,546.5,300,1838
"A420","Aktinomykose der Lunge",583,546.5,287,1838
"A488","Sonstige näher bezeichnete bakterielle Krankheiten",583,546.5,226,1838
"A879","Virusmeningitis, nicht näher bezeichnet",583,546.5,328,1838
"B376","Candida-Endokarditis",583,546.5,360,1838
"B582","Meningoenzephalitis durch Toxoplasmen",583,546.5,297,1838
"B770","Askaridose mit intestinalen Komplikationen",583,546.5,394,1838
"B86","Skabies",583,546.5,418,1838
"C000","Bösartige Neubildung: Äußere Oberlippe",583,546.5,488,1838
"C031","Bösartige Neubildung: Unterkieferzahnfleisch",583,546.5,229,1838
"C051","Bösartige Neubildung: Weicher Gaumen",583,546.5,576,1838
"C112","Bösartige Neubildung: Seitenwand des Nasopharynx",583,546.5,131,1838
"C132","Bösartige Neubildung: Hinterwand des Hypopharynx",583,546.5,325,1838
"C139","Bösartige Neubildung: Hypopharynx, nicht näher bezeichnet",583,546.5,459,1838
"C164","Bösartige Neubildung: Pylorus",583,546.5,498,1838
"C171","Bösartige Neubildung: Jejunum",583,546.5,698,1838
"C210","Bösartige Neubildung: Anus, nicht näher bezeichnet",583,546.5,386,1838
"C229","Bösartige Neubildung: Leber, nicht näher bezeichnet",583,546.5,168,1838
"C381","Bösartige Neubildung: Vorderes Mediastinum",583,546.5,499,1838
"C413","Bösartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula",583,546.5,282,1838
"C419","Bösartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",583,546.5,475,1838
"C549","Bösartige Neubildung: Corpus uteri, nicht näher bezeichnet",583,546.5,585,1838
"C638","Bösartige Neubildung: Männliche Genitalorgane, mehrere Teilbereiche überlappend",583,546.5,448,1838
"C701","Bösartige Neubildung: Rückenmarkhäute",583,546.5,272,1838
"C714","Bösartige Neubildung: Okzipitallappen",583,546.5,595,1838
"C763","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Becken",583,546.5,553,1838
"C826","Kutanes Follikelzentrumslymphom",583,546.5,267,1838
"C838","Sonstige nicht follikuläre Lymphome",583,546.5,334,1838
"C848","Kutanes T-Zell-Lymphom, nicht näher bezeichnet",583,546.5,333,1838
"C880","Makroglobulinämie Waldenström",583,546.5,410,1838
"C901","Plasmazellenleukämie",583,546.5,395,1838
"C959","Leukämie, nicht näher bezeichnet",583,546.5,204,1838
"D042","Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges",583,546.5,600,1838
"D060","Carcinoma in situ: Endozervix",583,546.5,132,1838
"D067","Carcinoma in situ: Sonstige Teile der Cervix uteri",583,546.5,489,1838
"D071","Carcinoma in situ: Vulva",583,546.5,261,1838
"D106","Gutartige Neubildung: Nasopharynx",583,546.5,281,1838
"D121","Gutartige Neubildung: Appendix vermiformis",583,546.5,384,1838
"D133","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes",583,546.5,62,1838
"D176","Gutartige Neubildung des Fettgewebes des Samenstrangs",583,546.5,130,1838
"D214","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens",583,546.5,329,1838
"D237","Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte",583,546.5,236,1838
"D280","Gutartige Neubildung: Vulva",583,546.5,483,1838
"D290","Gutartige Neubildung: Penis",583,546.5,305,1838
"D321","Gutartige Neubildung: Rückenmarkhäute",583,546.5,423,1838
"D331","Gutartige Neubildung: Gehirn, infratentoriell",583,546.5,446,1838
"D384","Neubildung unsicheren oder unbekannten Verhaltens: Thymus",583,546.5,650,1838
"D397","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane",583,546.5,220,1838
"D443","Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse",583,546.5,531,1838
"D460","Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet",583,546.5,653,1838
"D473","Essentielle (hämorrhagische) Thrombozythämie",583,546.5,35,1838
"D501","Sideropenische Dysphagie",583,546.5,293,1838
"D612","Aplastische Anämie infolge sonstiger äußerer Ursachen",583,546.5,326,1838
"D694","Sonstige primäre Thrombozytopenie",583,546.5,587,1838
"D731","Hypersplenismus",583,546.5,67,1838
"D733","Abszess der Milz",583,546.5,217,1838
"D759","Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet",583,546.5,320,1838
"D891","Kryoglobulinämie",583,546.5,534,1838
"E078","Sonstige näher bezeichnete Krankheiten der Schilddrüse",583,546.5,511,1838
"E136","Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen",583,546.5,341,1838
"E137","Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen",583,546.5,684,1838
"E139","Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen",583,546.5,315,1838
"E147","Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen",583,546.5,603,1838
"E160","Arzneimittelinduzierte Hypoglykämie ohne Koma",583,546.5,672,1838
"E212","Sonstiger Hyperparathyreoidismus",583,546.5,385,1838
"E213","Hyperparathyreoidismus, nicht näher bezeichnet",583,546.5,338,1838
"E260","Primärer Hyperaldosteronismus",583,546.5,254,1838
"E539","Vitamin-B-Mangel, nicht näher bezeichnet",583,546.5,378,1838
"E713","Störungen des Fettsäurestoffwechsels",583,546.5,691,1838
"E722","Störungen des Harnstoffzyklus",583,546.5,409,1838
"E834","Störungen des Magnesiumstoffwechsels",583,546.5,200,1838
"E859","Amyloidose, nicht näher bezeichnet",583,546.5,212,1838
"E873","Alkalose",583,546.5,382,1838
"F04","Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt",583,546.5,219,1838
"F122","Psychische und Verhaltensstörungen durch Cannabinoide: Abhängigkeitssyndrom",583,546.5,644,1838
"F131","Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Schädlicher Gebrauch",583,546.5,149,1838
"F193","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom",583,546.5,424,1838
"F198","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen",583,546.5,117,1838
"F239","Akute vorübergehende psychotische Störung, nicht näher bezeichnet",583,546.5,311,1838
"F259","Schizoaffektive Störung, nicht näher bezeichnet",583,546.5,517,1838
"F308","Sonstige manische Episoden",583,546.5,631,1838
"F409","Phobische Störung, nicht näher bezeichnet",583,546.5,141,1838
"F413","Andere gemischte Angststörungen",583,546.5,276,1838
"F418","Sonstige spezifische Angststörungen",583,546.5,342,1838
"F452","Hypochondrische Störung",583,546.5,104,1838
"F501","Atypische Anorexia nervosa",583,546.5,649,1838
"F602","Dissoziale Persönlichkeitsstörung",583,546.5,458,1838
"F606","Ängstliche (vermeidende) Persönlichkeitsstörung",583,546.5,456,1838
"F638","Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle",583,546.5,626,1838
"F69","Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung",583,546.5,213,1838
"G008","Sonstige bakterielle Meningitis",583,546.5,481,1838
"G119","Hereditäre Ataxie, nicht näher bezeichnet",583,546.5,294,1838
"G319","Degenerative Krankheit des Nervensystems, nicht näher bezeichnet",583,546.5,574,1838
"G407","Petit-mal-Anfälle, nicht näher bezeichnet, ohne Grand-mal-Anfälle",583,546.5,583,1838
"G411","Petit-mal-Status",583,546.5,223,1838
"G419","Status epilepticus, nicht näher bezeichnet",583,546.5,472,1838
"G444","Arzneimittelinduzierter Kopfschmerz, anderenorts nicht klassifiziert",583,546.5,622,1838
"G479","Schlafstörung, nicht näher bezeichnet",583,546.5,324,1838
"G541","Läsionen des Plexus lumbosacralis",583,546.5,234,1838
"G568","Sonstige Mononeuropathien der oberen Extremität",583,546.5,312,1838
"G570","Läsion des N. ischiadicus",583,546.5,331,1838
"G571","Meralgia paraesthetica",583,546.5,295,1838
"G588","Sonstige näher bezeichnete Mononeuropathien",583,546.5,263,1838
"G710","Muskeldystrophie",583,546.5,504,1838
"G913","Posttraumatischer Hydrozephalus, nicht näher bezeichnet",583,546.5,118,1838
"G959","Krankheit des Rückenmarkes, nicht näher bezeichnet",583,546.5,283,1838
"G961","Krankheiten der Meningen, anderenorts nicht klassifiziert",583,546.5,190,1838
"G969","Krankheit des Zentralnervensystems, nicht näher bezeichnet",583,546.5,453,1838
"H110","Pterygium",583,546.5,202,1838
"H163","Interstitielle und tiefe Keratitis",583,546.5,367,1838
"H184","Hornhautdegeneration",583,546.5,280,1838
"H208","Sonstige Iridozyklitis",583,546.5,277,1838
"H209","Iridozyklitis, nicht näher bezeichnet",583,546.5,105,1838
"H500","Strabismus concomitans convergens",583,546.5,388,1838
"H531","Subjektive Sehstörungen",583,546.5,408,1838
"H654","Sonstige chronische nichteitrige Otitis media",583,546.5,454,1838
"H664","Eitrige Otitis media, nicht näher bezeichnet",583,546.5,160,1838
"H702","Petrositis",583,546.5,421,1838
"H738","Sonstige näher bezeichnete Krankheiten des Trommelfells",583,546.5,438,1838
"H809","Otosklerose, nicht näher bezeichnet",583,546.5,291,1838
"H904","Einseitiger Hörverlust durch Schallempfindungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",583,546.5,707,1838
"H920","Otalgie",583,546.5,363,1838
"H931","Tinnitus aurium",583,546.5,709,1838
"I010","Akute rheumatische Perikarditis",583,546.5,405,1838
"I050","Mitralklappenstenose",583,546.5,370,1838
"I258","Sonstige Formen der chronischen ischämischen Herzkrankheit",583,546.5,549,1838
"I401","Isolierte Myokarditis",583,546.5,638,1838
"I425","Sonstige restriktive Kardiomyopathie",583,546.5,539,1838
"I461","Plötzlicher Herztod, so beschrieben",583,546.5,661,1838
"I469","Herzstillstand, nicht näher bezeichnet",583,546.5,243,1838
"I715","Aortenaneurysma, thorakoabdominal, rupturiert",583,546.5,471,1838
"I739","Periphere Gefäßkrankheit, nicht näher bezeichnet",583,546.5,541,1838
"I740","Embolie und Thrombose der Aorta abdominalis",583,546.5,97,1838
"I775","Arteriennekrose",583,546.5,484,1838
"I859","Ösophagusvarizen ohne Blutung",583,546.5,266,1838
"I878","Sonstige näher bezeichnete Venenkrankheiten",583,546.5,487,1838
"I881","Chronische Lymphadenitis, ausgenommen mesenterial",583,546.5,406,1838
"J00","Akute Rhinopharyngitis [Erkältungsschnupfen]",583,546.5,524,1838
"J013","Akute Sinusitis sphenoidalis",583,546.5,444,1838
"J019","Akute Sinusitis, nicht näher bezeichnet",583,546.5,255,1838
"J041","Akute Tracheitis",583,546.5,529,1838
"J108","Grippe mit sonstigen Manifestationen, sonstige Influenzaviren nachgewiesen",583,546.5,247,1838
"J200","Akute Bronchitis durch Mycoplasma pneumoniae",583,546.5,92,1838
"J201","Akute Bronchitis durch Haemophilus influenzae",583,546.5,519,1838
"J206","Akute Bronchitis durch Rhinoviren",583,546.5,216,1838
"J219","Akute Bronchiolitis, nicht näher bezeichnet",583,546.5,584,1838
"J330","Polyp der Nasenhöhle",583,546.5,264,1838
"J331","Polyposis nasalis deformans",583,546.5,577,1838
"J348","Sonstige näher bezeichnete Krankheiten der Nase und der Nasennebenhöhlen",583,546.5,265,1838
"J358","Sonstige chronische Krankheiten der Gaumenmandeln und der Rachenmandel",583,546.5,468,1838
"J386","Kehlkopfstenose",583,546.5,222,1838
"J418","Mischformen von einfacher und schleimig-eitriger chronischer Bronchitis",583,546.5,450,1838
"J679","Allergische Alveolitis durch nicht näher bezeichneten organischen Staub",583,546.5,570,1838
"J683","Sonstige akute und subakute Krankheiten der Atmungsorgane durch chemische Substanzen, Gase, Rauch und Dämpfe",583,546.5,250,1838
"J850","Gangrän und Nekrose der Lunge",583,546.5,387,1838
"J939","Pneumothorax, nicht näher bezeichnet",583,546.5,492,1838
"K040","Pulpitis",583,546.5,289,1838
"K046","Periapikaler Abszess mit Fistel",583,546.5,292,1838
"K048","Radikuläre Zyste",583,546.5,400,1838
"K081","Zahnverlust durch Unfall, Extraktion oder lokalisierte parodontale Krankheit",583,546.5,742,1838
"K120","Rezidivierende orale Aphthen",583,546.5,491,1838
"K123","Orale Mukositis (ulzerativ)",583,546.5,179,1838
"K132","Leukoplakie und sonstige Affektionen des Mundhöhlenepithels, einschließlich Zunge",583,546.5,365,1838
"K265","Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Perforation",583,546.5,515,1838
"K280","Ulcus pepticum jejuni: Akut, mit Blutung",583,546.5,327,1838
"K312","Sanduhrförmige Striktur und Stenose des Magens",583,546.5,558,1838
"K436","Sonstige und nicht näher bezeichnete Hernia ventralis mit Einklemmung, ohne Gangrän",583,546.5,547,1838
"K522","Allergische und alimentäre Gastroenteritis und Kolitis",583,546.5,354,1838
"K563","Gallensteinileus",583,546.5,586,1838
"K574","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess",583,546.5,447,1838
"K700","Alkoholische Fettleber",583,546.5,53,1838
"K702","Alkoholische Fibrose und Sklerose der Leber",583,546.5,430,1838
"K743","Primäre biliäre Zirrhose",583,546.5,455,1838
"K767","Hepatorenales Syndrom",583,546.5,379,1838
"K833","Fistel des Gallenganges",583,546.5,403,1838
"K839","Krankheit der Gallenwege, nicht näher bezeichnet",583,546.5,358,1838
"K909","Intestinale Malabsorption, nicht näher bezeichnet",583,546.5,398,1838
"K928","Sonstige näher bezeichnete Krankheiten des Verdauungssystems",583,546.5,366,1838
"L089","Lokale Infektion der Haut und der Unterhaut, nicht näher bezeichnet",583,546.5,76,1838
"L218","Sonstiges seborrhoisches Ekzem",583,546.5,449,1838
"L22","Windeldermatitis",583,546.5,422,1838
"L233","Allergische Kontaktdermatitis durch Drogen oder Arzneimittel bei Hautkontakt",583,546.5,419,1838
"L281","Prurigo nodularis",583,546.5,590,1838
"L561","Photoallergische Reaktion auf Arzneimittel",583,546.5,158,1838
"L600","Unguis incarnatus",583,546.5,209,1838
"L981","Dermatitis factitia",583,546.5,218,1838
"M130","Polyarthritis, nicht näher bezeichnet",583,546.5,214,1838
"M159","Polyarthrose, nicht näher bezeichnet",583,546.5,550,1838
"M166","Sonstige sekundäre Koxarthrose, beidseitig",583,546.5,516,1838
"M180","Primäre Rhizarthrose, beidseitig",583,546.5,496,1838
"M185","Sonstige sekundäre Rhizarthrose",583,546.5,374,1838
"M203","Sonstige Deformität der Großzehe (erworben)",583,546.5,575,1838
"M228","Sonstige Krankheiten der Patella",583,546.5,466,1838
"M244","Habituelle Luxation und Subluxation eines Gelenkes",583,546.5,248,1838
"M315","Riesenzellarteriitis bei Polymyalgia rheumatica",583,546.5,417,1838
"M329","Systemischer Lupus erythematodes, nicht näher bezeichnet",583,546.5,452,1838
"M460","Spinale Enthesopathie",583,546.5,309,1838
"M482","Baastrup-Syndrom",583,546.5,33,1838
"M484","Ermüdungsbruch eines Wirbels",583,546.5,348,1838
"M614","Sonstige Kalzifikation von Muskeln",583,546.5,505,1838
