"ICD","Description","ICA","LGPS","RF","Lasso"
"K766","Portale Hypertonie",323.5,306.5,257,259.5
"K768","Sonstige näher bezeichnete Krankheiten der Leber",323.5,306.5,288,272
"K808","Sonstige Cholelithiasis",323.5,306.5,282,245.5
"K820","Verschluss der Gallenblase",323.5,306.5,148,46.5
"K821","Hydrops der Gallenblase",323.5,306.5,215,402.5
"K822","Perforation der Gallenblase",323.5,306.5,352,153
"K838","Sonstige näher bezeichnete Krankheiten der Gallenwege",323.5,306.5,227,1716
"K853","Medikamenten-induzierte akute Pankreatitis",323.5,306.5,101,46.5
"K918","Sonstige Krankheiten des Verdauungssystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",323.5,306.5,124,9.5
"L088","Sonstige näher bezeichnete lokale Infektionen der Haut und der Unterhaut",323.5,306.5,107,363.5
"L301","Dyshidrosis [Pompholyx]",323.5,306.5,299,1716
"L580","Akute Radiodermatitis",323.5,306.5,273,316
"L600","Unguis incarnatus",323.5,306.5,266,1716
"L817","Pigmentpurpura",323.5,306.5,285,1716
"L905","Narben und Fibrosen der Haut",323.5,306.5,128,298.5
"L929","Granulomatöse Krankheit der Haut und der Unterhaut, nicht näher bezeichnet",323.5,306.5,382,286.5
"M029","Reaktive Arthritis, nicht näher bezeichnet",323.5,306.5,293,1716
"M058","Sonstige seropositive chronische Polyarthritis",323.5,306.5,303,186.5
"M100","Idiopathische Gicht",323.5,306.5,98,272
"M103","Gicht durch Nierenfunktionsstörung",323.5,306.5,260,259.5
"M138","Sonstige näher bezeichnete Arthritis",323.5,306.5,46,89.5
"M150","Primäre generalisierte (Osteo-) Arthrose",323.5,306.5,346,286.5
"M151","Heberden-Knoten (mit Arthropathie)",323.5,306.5,237,186.5
"M166","Sonstige sekundäre Koxarthrose, beidseitig",323.5,306.5,414,186.5
"M181","Sonstige primäre Rhizarthrose",323.5,306.5,102,308
"M217","Unterschiedliche Extremitätenlänge (erworben)",323.5,306.5,88,336.5
"M224","Chondromalacia patellae",323.5,306.5,361,67.5
"M245","Gelenkkontraktur",323.5,306.5,85,206.5
"M257","Osteophyt",323.5,306.5,49,67.5
"M258","Sonstige näher bezeichnete Gelenkkrankheiten",323.5,306.5,203,1716
"M341","CR(E)ST-Syndrom",323.5,306.5,172,222
"M429","Osteochondrose der Wirbelsäule, nicht näher bezeichnet",323.5,306.5,224,1716
"M465","Sonstige infektiöse Spondylopathien",323.5,306.5,132,1716
"M538","Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens",323.5,306.5,370,89.5
"M543","Ischialgie",323.5,306.5,140,89.5
"M619","Kalzifikation und Ossifikation von Muskeln, nicht näher bezeichnet",323.5,306.5,136,245.5
"M623","Immobilitätssyndrom (paraplegisch)",323.5,306.5,94,46.5
"M662","Spontanruptur von Strecksehnen",323.5,306.5,243,67.5
"M663","Spontanruptur von Beugesehnen",323.5,306.5,212,110
"M704","Bursitis praepatellaris",323.5,306.5,357,110
"M705","Sonstige Bursitis im Bereich des Knies",323.5,306.5,307,378
"M805","Idiopathische Osteoporose mit pathologischer Fraktur",323.5,306.5,324,272
"M814","Arzneimittelinduzierte Osteoporose",323.5,306.5,317,272
"M858","Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur",323.5,306.5,143,325.5
"M862","Subakute Osteomyelitis",323.5,306.5,309,22.5
"M864","Chronische Osteomyelitis mit Fistel",323.5,306.5,275,1716
"M866","Sonstige chronische Osteomyelitis",323.5,306.5,320,351.5
"M950","Erworbene Deformität der Nase",323.5,306.5,387,357
"N049","Nephrotisches Syndrom: Art der morphologischen Veränderung nicht näher bezeichnet",323.5,306.5,198,1716
"N111","Chronische obstruktive Pyelonephritis",323.5,306.5,40,6
"N182","Chronische Nierenkrankheit, Stadium 2",323.5,306.5,65,363.5
"N308","Sonstige Zystitis",323.5,306.5,149,46.5
"N310","Ungehemmte neurogene Blasenentleerung, anderenorts nicht klassifiziert",323.5,306.5,189,371.5
"N312","Schlaffe neurogene Harnblase, anderenorts nicht klassifiziert",323.5,306.5,401,110
"N318","Sonstige neuromuskuläre Dysfunktion der Harnblase",323.5,306.5,362,363.5
"N394","Sonstige näher bezeichnete Harninkontinenz",323.5,306.5,77,89.5
"N412","Prostataabszess",323.5,306.5,403,186.5
"N641","Fettgewebsnekrose der Mamma",323.5,306.5,142,245.5
"N832","Sonstige und nicht näher bezeichnete Ovarialzysten",323.5,306.5,80,110
"N841","Polyp der Cervix uteri",323.5,306.5,381,186.5
"N857","Hämatometra",323.5,306.5,233,1716
"N930","Postkoitale Blutung und Kontaktblutung",323.5,306.5,341,110
"O730","Retention der Plazenta ohne Blutung",323.5,306.5,90,67.5
"Q180","Branchiogene(r) Sinus, Fistel und Zyste",323.5,306.5,185,325.5
"Q231","Angeborene Aortenklappeninsuffizienz",323.5,306.5,48,46.5
"R065","Mundatmung",323.5,306.5,271,186.5
"R092","Atemstillstand",323.5,306.5,363,1716
"R202","Parästhesie der Haut",323.5,306.5,383,1716
"R32","Nicht näher bezeichnete Harninkontinenz",323.5,306.5,255,67.5
"R401","Sopor",323.5,306.5,217,206.5
"R591","Lymphknotenvergrößerung, generalisiert",323.5,306.5,39,15
"R600","Umschriebenes Ödem",323.5,306.5,249,110
"R64","Kachexie",323.5,306.5,154,153
"R931","Abnorme Befunde bei der bildgebenden Diagnostik des Herzens und des Koronarkreislaufes",323.5,306.5,300,378
"S270","Traumatischer Pneumothorax",323.5,306.5,175,351.5
"S273","Sonstige Verletzungen der Lunge",323.5,306.5,420,222
"S400","Prellung der Schulter und des Oberarmes",323.5,306.5,365,89.5
"S431","Luxation des Akromioklavikulargelenkes",323.5,306.5,188,110
"S631","Luxation eines Fingers",323.5,306.5,297,340.5
"S761","Verletzung des Muskels und der Sehne des M. quadriceps femoris",323.5,306.5,328,186.5
"S808","Sonstige oberflächliche Verletzungen des Unterschenkels",323.5,306.5,125,22.5
"S822","Fraktur des Tibiaschaftes",323.5,306.5,232,259.5
"T509","Vergiftung: Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen",323.5,306.5,392,110
"T784","Allergie, nicht näher bezeichnet",323.5,306.5,204,169
"T830","Mechanische Komplikation durch einen Harnwegskatheter (Verweilkatheter)",323.5,306.5,374,110
"T856","Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate",323.5,306.5,225,1716
"T858","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert",323.5,306.5,244,132.5
"T864","Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates",323.5,306.5,223,1716
"T874","Infektion des Amputationsstumpfes",323.5,306.5,287,1716
"T882","Schock durch Anästhesie",323.5,306.5,261,272
"U502","Mittlere motorische Funktionseinschränkung",323.5,306.5,180,308
"Z080","Nachuntersuchung nach chirurgischem Eingriff wegen bösartiger Neubildung",323.5,306.5,181,153
"Z223","Keimträger anderer näher bezeichneter bakterieller Krankheiten",323.5,306.5,337,46.5
"Z433","Versorgung eines Kolostomas",323.5,306.5,301,325.5
"Z516","Desensibilisierung gegenüber Allergenen",323.5,306.5,195,245.5
"Z950","Vorhandensein eines kardialen elektronischen Geräts",323.5,306.5,218,1716
"C159","Bösartige Neubildung: Ösophagus, nicht näher bezeichnet",450.5,306.5,305,398
"C320","Bösartige Neubildung: Glottis",450.5,306.5,396,336.5
"D135","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase",450.5,306.5,447,325.5
"G618","Sonstige Polyneuritiden",450.5,306.5,83,298.5
"I771","Arterienstriktur",450.5,306.5,270,245.5
"I870","Postthrombotisches Syndrom",450.5,306.5,330,345
"L892","Dekubitus 3. Grades",450.5,306.5,35,132.5
"Z034","Beobachtung bei Verdacht auf Herzinfarkt",450.5,306.5,367,1716
"C798","Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen",455,306.5,38,32.5
"E115","Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen",459.5,146,78,259.5
"E854","Organbegrenzte Amyloidose",459.5,146,32,110
"G061","Intraspinaler Abszess und intraspinales Granulom",459.5,146,75,272
"G403","Generalisierte idiopathische Epilepsie und epileptische Syndrome",459.5,146,409,336.5
"G700","Myasthenia gravis",459.5,146,404,89.5
"I64","Schlaganfall, nicht als Blutung oder Infarkt bezeichnet",459.5,306.5,3763,3702.5
"I831","Varizen der unteren Extremitäten mit Entzündung",459.5,146,57,206.5
"J383","Sonstige Krankheiten der Stimmlippen",459.5,146,397,357
"I610","Intrazerebrale Blutung in die Großhirnhemisphäre, subkortikal",464,464,3773,3778
"I212","Akuter transmuraler Myokardinfarkt an sonstigen Lokalisationen",465,465,3750,3771.5
"N200","Nierenstein",466,466.5,3761,3771.5
"D683","Hämorrhagische Diathese durch Antikoagulanzien und Antikörper",469,470,3699,3723
"G209","Primäres Parkinson-Syndrom, nicht näher bezeichnet",469,470,3734,3762
"M175","Sonstige sekundäre Gonarthrose",469,470,3737,3767
"M751","Läsionen der Rotatorenmanschette",469,470,3706,3762
"T455","Vergiftung: Antikoagulanzien",469,470,3744,3751
"I618","Sonstige intrazerebrale Blutung",472,466.5,3531,3078
"C672","Bösartige Neubildung: Laterale Harnblasenwand",473,473,751,3325.5
"F104","Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom mit Delir",474,474,3648,3751
"N328","Sonstige näher bezeichnete Krankheiten der Harnblase",475,476,3705,3736
"I499","Kardiale Arrhythmie, nicht näher bezeichnet",478.5,480.5,696,3723
"I509","Herzinsuffizienz, nicht näher bezeichnet",478.5,480.5,3711,3762
"J152","Pneumonie durch Staphylokokken",478.5,480.5,3741,3631
"K642","Hämorrhoiden 3. Grades",478.5,480.5,3409,3723
"M512","Sonstige näher bezeichnete Bandscheibenverlagerung",478.5,480.5,601,3024.5
"T783","Angioneurotisches Ödem",478.5,480.5,699,3702.5
"H330","Netzhautablösung mit Netzhautriss",482.5,476,3727,3366
"N132","Hydronephrose bei Obstruktion durch Nieren- und Ureterstein",482.5,476,479,3231.5
"I614","Intrazerebrale Blutung in das Kleinhirn",484,486,3662,3407
"C447","Sonstige bösartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte",496,500,3647,3702.5
"C504","Bösartige Neubildung: Oberer äußerer Quadrant der Brustdrüse",496,500,3620,3751
"D110","Gutartige Neubildung: Parotis",496,500,3669,3751
"D143","Gutartige Neubildung: Bronchus und Lunge",496,500,3525,3723
"E662","Übermäßige Adipositas mit alveolärer Hypoventilation",496,500,3642,3673
"G452","Multiple und bilaterale Syndrome der extrazerebralen hirnversorgenden Arterien",496,500,795,3631
"G580","Interkostalneuropathie",496,500,3439,3702.5
"H814","Schwindel zentralen Ursprungs",496,500,3689,3723
"I213","Akuter transmuraler Myokardinfarkt an nicht näher bezeichneter Lokalisation",496,500,579,3505
"K297","Gastritis, nicht näher bezeichnet",496,500,3617,3673
"K439","Sonstige und nicht näher bezeichnete Hernia ventralis ohne Einklemmung und ohne Gangrän",496,500,516,3214
"K803","Gallengangsstein mit Cholangitis",496,500,3456,3736
"K831","Verschluss des Gallenganges",496,500,3725,3723
"L400","Psoriasis vulgaris",496,500,3509,3673
"M000","Arthritis und Polyarthritis durch Staphylokokken",496,500,3676,3566
"M173","Sonstige posttraumatische Gonarthrose",496,500,480,3723
"M479","Spondylose, nicht näher bezeichnet",496,500,3403,3436.5
"M600","Infektiöse Myositis",496,500,3657,3723
"N812","Partialprolaps des Uterus und der Vagina",496,500,3572,3751
"R58","Blutung, anderenorts nicht klassifiziert",496,500,3574,3253
"R69","Unbekannte und nicht näher bezeichnete Krankheitsursachen",496,500,563,3751
"S324","Fraktur des Acetabulums",496,500,599,3505
"Z035","Beobachtung bei Verdacht auf sonstige kardiovaskuläre Krankheiten",496,500,3513,3631
"C501","Bösartige Neubildung: Zentraler Drüsenkörper der Brustdrüse",509.5,486,685,3078
"E137","Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen",509.5,486,3638,3325.5
"I872","Venöse Insuffizienz (chronisch) (peripher)",509.5,486,3554,3277.5
"R063","Periodische Atmung",509.5,486,3289,3095
"G610","Guillain-Barré-Syndrom",512.5,515.5,3704,3751
"M878","Sonstige Knochennekrose",512.5,515.5,3639,3751
"F200","Paranoide Schizophrenie",514.5,519,738,3505
"Z015","Diagnostische Haut- und Sensibilisierungstestung",514.5,519,522,3566
"H258","Sonstige senile Kataraktformen",516,513,3493,3631
"C160","Bösartige Neubildung: Kardia",547.5,551.5,3451,3631
"C19","Bösartige Neubildung am Rektosigmoid, Übergang",547.5,551.5,3576,1716
"C505","Bösartige Neubildung: Unterer äußerer Quadrant der Brustdrüse",547.5,551.5,3297,3126.5
"D126","Gutartige Neubildung: Kolon, nicht näher bezeichnet",547.5,551.5,3444,3466
"D251","Intramurales Leiomyom des Uterus",547.5,551.5,545,3304.5
"D434","Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark",547.5,551.5,783,3268.5
"D618","Sonstige näher bezeichnete aplastische Anämien",547.5,551.5,3604,3673
"E055","Thyreotoxische Krise",547.5,551.5,533,3436.5
"E149","Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen",547.5,551.5,3386,1716
"F323","Schwere depressive Episode mit psychotischen Symptomen",547.5,551.5,3294,3702.5
"G08","Intrakranielle und intraspinale Phlebitis und Thrombophlebitis",547.5,551.5,764,3407
"H492","Lähmung des N. abducens [VI. Hirnnerv]",547.5,551.5,3591,3673
"I270","Primäre pulmonale Hypertonie",547.5,551.5,3707,3436.5
"I408","Sonstige akute Myokarditis",547.5,551.5,486,3702.5
"I422","Sonstige hypertrophische Kardiomyopathie",547.5,551.5,3412,3466
"I517","Kardiomegalie",547.5,551.5,3622,3736
"I612","Intrazerebrale Blutung in die Großhirnhemisphäre, nicht näher bezeichnet",547.5,551.5,3677,3566
"I615","Intrazerebrale intraventrikuläre Blutung",547.5,551.5,3446,3631
"I619","Intrazerebrale Blutung, nicht näher bezeichnet",547.5,551.5,547,3033.5
"I651","Verschluss und Stenose der A. basilaris",547.5,551.5,567,3118.5
"I676","Nichteitrige Thrombose des intrakraniellen Venensystems",547.5,551.5,3348,3505
"I724","Aneurysma und Dissektion einer Arterie der unteren Extremität",547.5,551.5,3404,3631
"I803","Thrombose, Phlebitis und Thrombophlebitis der unteren Extremitäten, nicht näher bezeichnet",547.5,551.5,3565,3736
"I890","Lymphödem, anderenorts nicht klassifiziert",547.5,551.5,658,3702.5
"I978","Sonstige Kreislaufkomplikationen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",547.5,551.5,3579,3631
"J101","Grippe mit sonstigen Manifestationen an den Atemwegen, sonstige Influenzaviren nachgewiesen",547.5,551.5,3709,3349.5
"J450","Vorwiegend allergisches Asthma bronchiale",547.5,551.5,3573,3631
"J950","Funktionsstörung eines Tracheostomas",547.5,551.5,565,3436.5
"K228","Sonstige näher bezeichnete Krankheiten des Ösophagus",547.5,551.5,3577,1716
"K600","Akute Analfissur",547.5,551.5,555,3566
"K660","Peritoneale Adhäsionen",547.5,551.5,744,3505
"L023","Hautabszess, Furunkel und Karbunkel am Gesäß",547.5,551.5,3606,3304.5
"L405","Psoriasis-Arthropathie",547.5,551.5,3527,3566
"M112","Sonstige Chondrokalzinose",547.5,551.5,484,3702.5
"M191","Posttraumatische Arthrose sonstiger Gelenke",547.5,551.5,511,3702.5
"M202","Hallux rigidus",547.5,551.5,718,3673
"M250","Hämarthros",547.5,551.5,3437,3505
"M501","Zervikaler Bandscheibenschaden mit Radikulopathie",547.5,551.5,593,3631
"M542","Zervikalneuralgie",547.5,551.5,3265,1716
"M750","Adhäsive Entzündung der Schultergelenkkapsel",547.5,551.5,541,1716
"N12","Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet",547.5,551.5,3350,3349.5
"N184","Chronische Nierenkrankheit, Stadium 4",547.5,551.5,3313,3702.5
"N23","Nicht näher bezeichnete Nierenkolik",547.5,551.5,564,3505
"N280","Ischämie und Infarkt der Niere",547.5,551.5,697,3751
"N320","Blasenhalsobstruktion",547.5,551.5,3442,3631
"R292","Abnorme Reflexe",547.5,551.5,3718,3231.5
"R471","Dysarthrie und Anarthrie",547.5,551.5,540,3290.5
"R521","Chronischer unbeeinflussbarer Schmerz",547.5,551.5,647,3382.5
"R688","Sonstige näher bezeichnete Allgemeinsymptome",547.5,551.5,664,3028
"R91","Abnorme Befunde bei der bildgebenden Diagnostik der Lunge",547.5,551.5,673,3631
"S068","Sonstige intrakranielle Verletzungen",547.5,551.5,603,3118.5
"S321","Fraktur des Os sacrum",547.5,551.5,794,3723
"S323","Fraktur des Os ilium",547.5,551.5,3637,3566
"S520","Fraktur des proximalen Endes der Ulna",547.5,551.5,3520,3382.5
"S526","Distale Fraktur der Ulna und des Radius, kombiniert",547.5,551.5,3521,3407
"S701","Prellung des Oberschenkels",547.5,551.5,620,3702.5
"S825","Fraktur des Innenknöchels",547.5,551.5,3678,3631
"S836","Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile des Knies",547.5,551.5,790,3673
"S923","Fraktur der Mittelfußknochen",547.5,551.5,3500,3673
"T887","Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge",547.5,551.5,3515,3702.5
"Z740","Probleme mit Bezug auf: Hilfsbedürftigkeit wegen eingeschränkter Mobilität",547.5,551.5,548,3170.5
"Z741","Probleme mit Bezug auf: Notwendigkeit der Hilfestellung bei der Körperpflege",547.5,551.5,546,3170.5
"C155","Bösartige Neubildung: Ösophagus, unteres Drittel",579.5,515.5,3684,3030
"D701","Arzneimittelinduzierte Agranulozytose und Neutropenie",579.5,515.5,3290,3407
"Z867","Krankheiten des Kreislaufsystems in der Eigenanamnese",581,519,729,1716
"C833","Diffuses großzelliges B-Zell-Lymphom",582,512,466,3268.5
"C184","Bösartige Neubildung: Colon transversum",588,595,589,3702.5
"C434","Bösartiges Melanom der behaarten Kopfhaut und des Halses",588,595,520,3304.5
"C621","Bösartige Neubildung: Deszendierter Hoden",588,595,3633,3436.5
"E882","Lipomatose, anderenorts nicht klassifiziert",588,595,587,3067.5
"F058","Sonstige Formen des Delirs",588,595,3668,3673
"F106","Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom",588,595,3592,1716
"G931","Anoxische Hirnschädigung, anderenorts nicht klassifiziert",588,595,634,3253
"I080","Krankheiten der Mitral- und Aortenklappe, kombiniert",588,595,3381,3673
"I613","Intrazerebrale Blutung in den Hirnstamm",588,595,645,3231.5
"N288","Sonstige näher bezeichnete Krankheiten der Niere und des Ureters",588,595,3434,1716
"R048","Blutung aus sonstigen Lokalisationen in den Atemwegen",588,595,573,3566
"A403","Sepsis durch Streptococcus pneumoniae",757,770,636,3436.5
"A490","Staphylokokkeninfektion nicht näher bezeichneter Lokalisation",757,770,588,3072
"A499","Bakterielle Infektion, nicht näher bezeichnet",757,770,3351,3170.5
"A692","Lyme-Krankheit",757,770,640,3673
"A86","Virusenzephalitis, nicht näher bezeichnet",757,770,630,3407
"A870","Meningitis durch Enteroviren",757,770,3612,3566
"A879","Virusmeningitis, nicht näher bezeichnet",757,770,3328,3505
"B023","Zoster ophthalmicus",757,770,3692,3673
"B250","Pneumonie durch Zytomegalieviren",757,770,665,3118.5
"B348","Sonstige Virusinfektionen nicht näher bezeichneter Lokalisation",757,770,3288,3436.5
"C001","Bösartige Neubildung: Äußere Unterlippe",757,770,3545,1716
"C152","Bösartige Neubildung: Abdominaler Ösophagus",757,770,3519,3702.5
"C162","Bösartige Neubildung: Corpus ventriculi",757,770,3605,3673
"C240","Bösartige Neubildung: Extrahepatischer Gallengang",757,770,3413,3126.5
"C251","Bösartige Neubildung: Pankreaskörper",757,770,3551,3673
"C254","Bösartige Neubildung: Endokriner Drüsenanteil des Pankreas",757,770,3550,3039.5
