"ICD","Description","ICA","LGPS","RF","Lasso"
"Z888","Allergie gegenüber sonstigen Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",374.5,805.5,245,16.5
"G232","Striatonigrale Degeneration",383,805.5,924,714.5
"C329","Bösartige Neubildung: Larynx, nicht näher bezeichnet",384,805.5,865,408
"C240","Bösartige Neubildung: Extrahepatischer Gallengang",385,323,892,611
"C170","Bösartige Neubildung: Duodenum",386,322,498,822
"M804","Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur",387,321,766,879.5
"C189","Bösartige Neubildung: Kolon, nicht näher bezeichnet",388,380,1007,455.5
"D010","Carcinoma in situ: Kolon",389,375,561,184
"E106","Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen",391,372.5,148,408
"J322","Chronische Sinusitis ethmoidalis",391,372.5,982,942.5
"M864","Chronische Osteomyelitis mit Fistel",391,372.5,927,455.5
"D706","Sonstige Neutropenie",398,365,968,536
"F078","Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",398,365,770,909
"G404","Sonstige generalisierte Epilepsie und epileptische Syndrome",398,365,963,714.5
"G576","Läsion des N. plantaris",398,365,88,674.5
"H813","Sonstiger peripherer Schwindel",398,365,967,959.5
"H814","Schwindel zentralen Ursprungs",398,365,317,744
"H818","Sonstige Störungen der Vestibularfunktion",398,365,284,640
"K021","Karies des Dentins",398,365,828,879.5
"K224","Dyskinesie des Ösophagus",398,365,934,952
"R633","Ernährungsprobleme und unsachgemäße Ernährung",398,365,397,879.5
"S400","Prellung der Schulter und des Oberarmes",398,365,904,611
"D472","Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]",404,372.5,179,917.5
"C831","Mantelzell-Lymphom",405,377.5,669,144.5
"H160","Ulcus corneae",406,379,656,184
"F61","Kombinierte und andere Persönlichkeitsstörungen",407,376,128,455.5
"G700","Myasthenia gravis",408,377.5,365,184
"C139","Bösartige Neubildung: Hypopharynx, nicht näher bezeichnet",410.5,418,568,268.5
"K648","Sonstige Hämorrhoiden",410.5,418,976,228.5
"K833","Fistel des Gallenganges",410.5,418,917,351.5
"M301","Panarteriitis mit Lungenbeteiligung",410.5,418,327,611
"C920","Akute myeloblastische Leukämie [AML]",413,426,962,674.5
"B005","Augenkrankheit durch Herpesviren",414.5,424,791,952
"I701","Atherosklerose der Nierenarterie",414.5,424,473,744
"C639","Bösartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet",430.5,398.5,728,744
"D124","Gutartige Neubildung: Colon descendens",430.5,398.5,209,496
"D360","Gutartige Neubildung: Lymphknoten",430.5,398.5,595,184
"E139","Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen",430.5,398.5,370,640
"E854","Organbegrenzte Amyloidose",430.5,398.5,204,49
"F060","Organische Halluzinose",430.5,398.5,880,640
"F110","Psychische und Verhaltensstörungen durch Opioide: Akute Intoxikation [akuter Rausch]",430.5,398.5,106,184
"F510","Nichtorganische Insomnie",430.5,398.5,395,822
"G444","Arzneimittelinduzierter Kopfschmerz, anderenorts nicht klassifiziert",430.5,398.5,956,896.5
"G620","Arzneimittelinduzierte Polyneuropathie",430.5,398.5,856,766
"H335","Sonstige Netzhautablösungen",430.5,398.5,368,184
"I339","Akute Endokarditis, nicht näher bezeichnet",430.5,398.5,258,351.5
"I608","Sonstige Subarachnoidalblutung",430.5,398.5,214,822
"J338","Sonstige Polypen der Nasennebenhöhlen",430.5,398.5,787,674.5
"K589","Reizdarmsyndrom ohne Diarrhoe",430.5,398.5,329,611
"K716","Toxische Leberkrankheit mit Hepatitis, anderenorts nicht klassifiziert",430.5,398.5,937,455.5
"K754","Autoimmune Hepatitis",430.5,398.5,995,75.5
"K758","Sonstige näher bezeichnete entzündliche Leberkrankheiten",430.5,398.5,189,228.5
"L508","Sonstige Urtikaria",430.5,398.5,700,714.5
"L600","Unguis incarnatus",430.5,398.5,538,228.5
"M228","Sonstige Krankheiten der Patella",430.5,398.5,47,351.5
"M236","Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes",430.5,398.5,67,351.5
"N764","Abszess der Vulva",430.5,398.5,916,674.5
"N801","Endometriose des Ovars",430.5,398.5,938,714.5
"R418","Sonstige und nicht näher bezeichnete Symptome, die das Erkennungsvermögen und das Bewusstsein betreffen",430.5,398.5,116,611
"R579","Schock, nicht näher bezeichnet",430.5,398.5,780,268.5
"R630","Anorexie",430.5,398.5,651,455.5
"S019","Offene Wunde des Kopfes, Teil nicht näher bezeichnet",430.5,398.5,168,268.5
"Z11","Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten",430.5,398.5,111,49
"Z748","Sonstige Probleme mit Bezug auf Pflegebedürftigkeit",430.5,398.5,301,228.5
"G211","Sonstiges arzneimittelinduziertes Parkinson-Syndrom",448,418,759,536
"K223","Perforation des Ösophagus",448,418,465,994
"R502","Medikamenten-induziertes Fieber [Drug fever]",448,418,836,909
"R64","Kachexie",448,418,433,952
"Z850","Bösartige Neubildung der Verdauungsorgane in der Eigenanamnese",448,418,792,268.5
"C884","Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]",451,424,216,785.5
"I693","Folgen eines Hirninfarktes",452.5,382.5,263,75.5
"T858","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert",452.5,382.5,666,640
"K658","Sonstige Peritonitis",454,381,951,611
"D467","Sonstige myelodysplastische Syndrome",455,460.5,144,228.5
"K863","Pseudozyste des Pankreas",456,463,816,844
"D471","Chronische myeloproliferative Krankheit",458,456.5,219,822
"J930","Spontaner Spannungspneumothorax",458,456.5,170,1008
"L923","Fremdkörpergranulom der Haut und der Unterhaut",458,456.5,879,351.5
"C542","Bösartige Neubildung: Myometrium",473,440,30,714.5
"C675","Bösartige Neubildung: Harnblasenhals",473,440,513,844
"D462","Refraktäre Anämie mit Blastenüberschuss [RAEB]",473,440,742,268.5
"D703","Sonstige Agranulozytose",473,440,519,408
"G231","Progressive supranukleäre Ophthalmoplegie [Steele-Richardson-Olszewski-Syndrom]",473,440,550,640
"G433","Komplizierte Migräne",473,440,893,909
"H250","Cataracta senilis incipiens",473,440,877,988
"I279","Pulmonale Herzkrankheit, nicht näher bezeichnet",473,440,998,930.5
"I409","Akute Myokarditis, nicht näher bezeichnet",473,440,945,455.5
"J039","Akute Tonsillitis, nicht näher bezeichnet",473,440,874,268.5
"J068","Sonstige akute Infektionen an mehreren Lokalisationen der oberen Atemwege",473,440,158,947
"J700","Akute Lungenbeteiligung bei Strahleneinwirkung",473,440,235,999
"J939","Pneumothorax, nicht näher bezeichnet",473,440,843,674.5
"K512","Ulzeröse (chronische) Proktitis",473,440,210,496
"K720","Akutes und subakutes Leberversagen",473,440,987,863
"K766","Portale Hypertonie",473,440,211,936.5
"K913","Postoperativer Darmverschluss",473,440,379,611
"L711","Rhinophym",473,440,226,408
"M138","Sonstige näher bezeichnete Arthritis",473,440,411,785.5
"M139","Arthritis, nicht näher bezeichnet",473,440,376,714.5
"M259","Gelenkkrankheit, nicht näher bezeichnet",473,440,292,744
"M485","Wirbelkörperkompression, anderenorts nicht klassifiziert",473,440,655,714.5
"N398","Sonstige näher bezeichnete Krankheiten des Harnsystems",473,440,489,640
"N823","Fistel zwischen Vagina und Dickdarm",473,440,755,674.5
"S272","Traumatischer Hämatopneumothorax",473,440,169,496
"S934","Verstauchung und Zerrung des oberen Sprunggelenkes",473,440,38,744
"Z136","Spezielle Verfahren zur Untersuchung auf kardiovaskuläre Krankheiten",473,440,983,803
"H332","Seröse Netzhautablösung",487.5,463,922,863
"R15","Stuhlinkontinenz",487.5,463,234,536
"C819","Hodgkin-Lymphom, nicht näher bezeichnet",490,456.5,293,879.5
"D090","Carcinoma in situ: Harnblase",490,456.5,900,863
"L300","Nummuläres Ekzem",490,456.5,364,351.5
"D361","Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem",492,460.5,174,75.5
"C021","Bösartige Neubildung: Zungenrand",493,465,522,49
"F314","Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome",494,469,105,408
"C713","Bösartige Neubildung: Parietallappen",496,467,262,990.5
"J380","Lähmung der Stimmlippen und des Kehlkopfes",496,467,265,803
"M332","Polymyositis",496,467,911,896.5
"C328","Bösartige Neubildung: Larynx, mehrere Teilbereiche überlappend",499,805.5,709,268.5
"K717","Toxische Leberkrankheit mit Fibrose und Zirrhose der Leber",499,805.5,203,109.5
"R102","Schmerzen im Becken und am Damm",499,805.5,306,184
"F334","Rezidivierende depressive Störung, gegenwärtig remittiert",501,805.5,867,611
"A084","Virusbedingte Darminfektion, nicht näher bezeichnet",539.5,805.5,520,268.5
"B004","Enzephalitis durch Herpesviren",539.5,805.5,573,268.5
"B356","Tinea cruris",539.5,805.5,827,109.5
"C260","Bösartige Neubildung: Intestinaltrakt, Teil nicht näher bezeichnet",539.5,805.5,369,228.5
"C390","Bösartige Neubildung: Obere Atemwege, Teil nicht näher bezeichnet",539.5,805.5,734,536
"C434","Bösartiges Melanom der behaarten Kopfhaut und des Halses",539.5,805.5,524,268.5
"C531","Bösartige Neubildung: Ektozervix",539.5,805.5,178,144.5
"D176","Gutartige Neubildung des Fettgewebes des Samenstrangs",539.5,805.5,249,184
"D215","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens",539.5,805.5,813,305.5
"D280","Gutartige Neubildung: Vulva",539.5,805.5,852,228.5
"D333","Gutartige Neubildung: Hirnnerven",539.5,805.5,576,184
"D385","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane",539.5,805.5,580,305.5
"D441","Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere",539.5,805.5,254,75.5
"E104","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen",539.5,805.5,811,744
"F502","Bulimia nervosa",539.5,805.5,768,109.5
"F609","Persönlichkeitsstörung, nicht näher bezeichnet",539.5,805.5,847,144.5
"G822","Paraparese und Paraplegie, nicht näher bezeichnet",539.5,805.5,652,966
"G932","Benigne intrakranielle Hypertension [Pseudotumor cerebri]",539.5,805.5,846,109.5
"G936","Hirnödem",539.5,805.5,273,109.5
"H508","Sonstiger näher bezeichneter Strabismus",539.5,805.5,305,49
"H531","Subjektive Sehstörungen",539.5,805.5,523,674.5
"H539","Sehstörung, nicht näher bezeichnet",539.5,805.5,324,268.5
"H911","Presbyakusis",539.5,805.5,688,408
"I058","Sonstige Mitralklappenkrankheiten",539.5,805.5,587,305.5
"I221","Rezidivierender Myokardinfarkt der Hinterwand",539.5,805.5,641,268.5
"I372","Pulmonalklappenstenose mit Insuffizienz",539.5,805.5,253,408
"I518","Sonstige ungenau bezeichnete Herzkrankheiten",539.5,805.5,452,674.5
"I850","Ösophagusvarizen mit Blutung",539.5,805.5,281,16.5
"I889","Unspezifische Lymphadenitis, nicht näher bezeichnet",539.5,805.5,782,408
"I891","Lymphangitis",539.5,805.5,367,455.5
"I972","Lymphödem nach Mastektomie",539.5,805.5,730,351.5
"J129","Viruspneumonie, nicht näher bezeichnet",539.5,805.5,537,455.5
"J60","Kohlenbergarbeiter-Pneumokoniose",539.5,805.5,771,575.5
"J982","Interstitielles Emphysem",539.5,805.5,363,184
"K053","Chronische Parodontitis",539.5,805.5,621,496
"K081","Zahnverlust durch Unfall, Extraktion oder lokalisierte parodontale Krankheit",539.5,805.5,400,351.5
"K092","Sonstige Kieferzysten",539.5,805.5,687,640
"K123","Orale Mukositis (ulzerativ)",539.5,805.5,468,536
"K419","Hernia femoralis, einseitig oder ohne Seitenangabe, ohne Einklemmung und ohne Gangrän",539.5,805.5,220,144.5
"K522","Allergische und alimentäre Gastroenteritis und Kolitis",539.5,805.5,844,228.5
"K701","Alkoholische Hepatitis",539.5,805.5,436,184
"K721","Chronisches Leberversagen",539.5,805.5,162,184
"M128","Sonstige näher bezeichnete Arthropathien, anderenorts nicht klassifiziert",539.5,805.5,377,305.5
"M164","Posttraumatische Koxarthrose, beidseitig",539.5,805.5,859,144.5
"M257","Osteophyt",539.5,805.5,572,184
"M795","Verbliebener Fremdkörper im Weichteilgewebe",539.5,805.5,616,184
"M939","Osteochondropathie, nicht näher bezeichnet",539.5,805.5,359,268.5
"N138","Sonstige obstruktive Uropathie und Refluxuropathie",539.5,805.5,383,536
"N711","Chronische entzündliche Krankheit des Uterus, ausgenommen der Zervix",539.5,805.5,831,268.5
"N751","Bartholin-Abszess",539.5,805.5,774,536
"N838","Sonstige nichtentzündliche Krankheiten des Ovars, der Tuba uterina und des Lig. latum uteri",539.5,805.5,449,408
"Q230","Angeborene Aortenklappenstenose",539.5,805.5,86,29
"R441","Optische Halluzinationen",539.5,805.5,698,268.5
"R451","Ruhelosigkeit und Erregung",539.5,805.5,783,305.5
"R876","Abnorme Befunde in Untersuchungsmaterialien aus den weiblichen Genitalorganen: Abnorme zytologische Befunde",539.5,805.5,539,496
"S013","Offene Wunde des Ohres und der Gehörstrukturen",539.5,805.5,171,228.5
"S051","Prellung des Augapfels und des Orbitagewebes",539.5,805.5,338,228.5
"S058","Sonstige Verletzungen des Auges und der Orbita",539.5,805.5,469,228.5
"S299","Nicht näher bezeichnete Verletzung des Thorax",539.5,805.5,705,75.5
"S533","Traumatische Ruptur des Lig. collaterale ulnare",539.5,805.5,165,109.5
"S602","Prellung sonstiger Teile des Handgelenkes und der Hand",539.5,805.5,229,144.5
"S618","Offene Wunde sonstiger Teile des Handgelenkes und der Hand",539.5,805.5,672,305.5
"S644","Verletzung der Nn. digitales sonstiger Finger",539.5,805.5,691,268.5
"S862","Verletzung von Muskeln und Sehnen der anterioren Muskelgruppe in Höhe des Unterschenkels",539.5,805.5,89,75.5
"T150","Fremdkörper in der Kornea",539.5,805.5,725,268.5
"T252","Verbrennung 2. Grades der Knöchelregion und des Fußes",539.5,805.5,942,109.5
"T884","Misslungene oder schwierige Intubation",539.5,805.5,502,184
"Z048","Untersuchung und Beobachtung aus sonstigen näher bezeichneten Gründen",539.5,805.5,259,144.5
"Z090","Nachuntersuchung nach chirurgischem Eingriff wegen anderer Krankheitszustände",539.5,805.5,569,496
"Z228","Keimträger sonstiger Infektionskrankheiten",539.5,805.5,795,674.5
"Z302","Sterilisierung",539.5,805.5,914,305.5
"Z480","Kontrolle von Verbänden und Nähten",539.5,805.5,279,49
"Z490","Vorbereitung auf die Dialyse",539.5,805.5,476,408
"Z832","Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems in der Familienanamnese",539.5,805.5,617,351.5
"Z848","Sonstige näher bezeichnete Krankheiten oder Zustände in der Familienanamnese",539.5,805.5,949,184
"Z924","Größerer operativer Eingriff in der Eigenanamnese, anderenorts nicht klassifiziert",539.5,805.5,778,184
"B371","Kandidose der Lunge",579.5,805.5,926,917.5
"C153","Bösartige Neubildung: Ösophagus, oberes Drittel",579.5,805.5,408,879.5
"I371","Pulmonalklappeninsuffizienz",579.5,805.5,470,611
"M213","Fallhand oder Hängefuß (erworben)",579.5,805.5,484,496
"C161","Bösartige Neubildung: Fundus ventriculi",582,805.5,953,785.5
"M318","Sonstige näher bezeichnete nekrotisierende Vaskulopathien",583,557,881,408
"D071","Carcinoma in situ: Vulva",586.5,546,147,184
"F205","Schizophrenes Residuum",586.5,546,822,408
"F54","Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten",586.5,546,205,228.5
"G821","Spastische Paraparese und Paraplegie",586.5,546,256,184
"H444","Hypotonia bulbi",586.5,546,533,144.5
"I358","Sonstige Aortenklappenkrankheiten",586.5,546,41,228.5
"C494","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Abdomens",591,557,720,785.5
"F315","Bipolare affektive Psychose, gegenwärtig schwere depressive Episode mit psychotischen Symptomen",591,557,954,785.5
"M340","Progressive systemische Sklerose",591,557,310,942.5
"A280","Pasteurellose",626.5,503.5,455,455.5
"A409","Sepsis durch Streptokokken, nicht näher bezeichnet",626.5,503.5,612,744
"A841","Mitteleuropäische Enzephalitis, durch Zecken übertragen",626.5,503.5,850,930.5
"B028","Zoster mit sonstigen Komplikationen",626.5,503.5,511,714.5
"B440","Invasive Aspergillose der Lunge",626.5,503.5,415,766
"B86","Skabies",626.5,503.5,251,611
"C102","Bösartige Neubildung: Seitenwand des Oropharynx",626.5,503.5,236,611
"C383","Bösartige Neubildung: Mediastinum, Teil nicht näher bezeichnet",626.5,503.5,307,844
"C419","Bösartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",626.5,503.5,849,766
"C760","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Kopf, Gesicht und Hals",626.5,503.5,593,351.5
"D044","Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses",626.5,503.5,218,268.5
"D046","Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter",626.5,503.5,405,766
"D101","Gutartige Neubildung: Zunge",626.5,503.5,526,979.5
"D134","Gutartige Neubildung: Leber",626.5,503.5,200,785.5
"D375","Neubildung unsicheren oder unbekannten Verhaltens: Rektum",626.5,503.5,93,536
"D380","Neubildung unsicheren oder unbekannten Verhaltens: Larynx",626.5,503.5,793,744
"E040","Nichttoxische diffuse Struma",626.5,503.5,460,822
"E260","Primärer Hyperaldosteronismus",626.5,503.5,371,184
"E878","Sonstige Störungen des Wasser- und Elektrolythaushaltes, anderenorts nicht klassifiziert",626.5,503.5,479,822
"F606","Ängstliche (vermeidende) Persönlichkeitsstörung",626.5,503.5,348,674.5
"F900","Einfache Aktivitäts- und Aufmerksamkeitsstörung",626.5,503.5,767,674.5
"G218","Sonstiges sekundäres Parkinson-Syndrom",626.5,503.5,239,268.5
"G244","Idiopathische orofaziale Dystonie",626.5,503.5,706,408
"G253","Myoklonus",626.5,503.5,950,766
"G400","Lokalisationsbezogene (fokale) (partielle) idiopathische Epilepsie und epileptische Syndrome mit fokal beginnenden Anfällen",626.5,503.5,677,909
"G448","Sonstige näher bezeichnete Kopfschmerzsyndrome",626.5,503.5,731,268.5
"G501","Atypischer Gesichtsschmerz",626.5,503.5,693,575.5
"G541","Läsionen des Plexus lumbosacralis",626.5,503.5,738,305.5
