"ICD","Description","ICA","LGPS","RF","Lasso"
"H341","Verschluss der A. centralis retinae",382.5,385.5,3549,3259.5
"I060","Rheumatische Aortenklappenstenose",382.5,385.5,3410,1730.5
"I479","Paroxysmale Tachykardie, nicht näher bezeichnet",382.5,385.5,3609,3621.5
"I619","Intrazerebrale Blutung, nicht näher bezeichnet",382.5,385.5,3560,3332
"I829","Embolie und Thrombose nicht näher bezeichneter Vene",382.5,385.5,3601,3698.5
"I832","Varizen der unteren Extremitäten mit Ulzeration und Entzündung",382.5,385.5,603,1730.5
"I958","Sonstige Hypotonie",382.5,385.5,3379,3364.5
"J040","Akute Laryngitis",382.5,385.5,453,3533
"J14","Pneumonie durch Haemophilus influenzae",382.5,385.5,3707,3737.5
"J208","Akute Bronchitis durch sonstige näher bezeichnete Erreger",382.5,385.5,3572,3544.5
"J869","Pyothorax ohne Fistel",382.5,385.5,3353,3621.5
"K102","Entzündliche Zustände der Kiefer",382.5,385.5,3352,1730.5
"K227","Barrett-Ösophagus",382.5,385.5,3278,1730.5
"K298","Duodenitis",382.5,385.5,650,3243
"K413","Hernia femoralis, einseitig oder ohne Seitenangabe, mit Einklemmung, ohne Gangrän",382.5,385.5,3670,3750.5
"K560","Paralytischer Ileus",382.5,385.5,622,1730.5
"K761","Chronische Stauungsleber",382.5,385.5,3262,1730.5
"K769","Leberkrankheit, nicht näher bezeichnet",382.5,385.5,3398,3332
"K830","Cholangitis",382.5,385.5,3336,3737.5
"K858","Sonstige akute Pankreatitis",382.5,385.5,3583,3750.5
"L308","Sonstige näher bezeichnete Dermatitis",382.5,385.5,3620,3585.5
"M100","Idiopathische Gicht",382.5,385.5,3321,3375
"M190","Primäre Arthrose sonstiger Gelenke",382.5,385.5,696,1730.5
"M199","Arthrose, nicht näher bezeichnet",382.5,385.5,552,1730.5
"M250","Hämarthros",382.5,385.5,3548,3750.5
"M450","Spondylitis ankylosans",382.5,385.5,449,3431.5
"M548","Sonstige Rückenschmerzen",382.5,385.5,3534,3533
"M796","Schmerzen in den Extremitäten",382.5,385.5,3322,3665
"M800","Postmenopausale Osteoporose mit pathologischer Fraktur",382.5,385.5,3521,3638
"M942","Chondromalazie",382.5,385.5,468,3416
"N136","Pyonephrose",382.5,385.5,537,1730.5
"N184","Chronische Nierenkrankheit, Stadium 4",382.5,385.5,3626,1730.5
"N280","Ischämie und Infarkt der Niere",382.5,385.5,3526,1730.5
"N432","Sonstige Hydrozele",382.5,385.5,297,3431.5
"N62","Hypertrophie der Mamma [Brustdrüse]",382.5,385.5,3479,3665
"N812","Partialprolaps des Uterus und der Vagina",382.5,385.5,686,1730.5
"N813","Totalprolaps des Uterus und der Vagina",382.5,385.5,3343,3665
"R064","Hyperventilation",382.5,385.5,3342,1730.5
"R092","Atemstillstand",382.5,385.5,672,3483.5
"R260","Ataktischer Gang",382.5,385.5,3558,3715
"R471","Dysarthrie und Anarthrie",382.5,385.5,3681,3665
"S022","Nasenbeinfraktur",382.5,385.5,334,1730.5
"S241","Sonstige und nicht näher bezeichnete Verletzungen des thorakalen Rückenmarkes",382.5,385.5,422,3621.5
"S272","Traumatischer Hämatopneumothorax",382.5,385.5,3607,3683.5
"S520","Fraktur des proximalen Endes der Ulna",382.5,385.5,323,3603
"S526","Distale Fraktur der Ulna und des Radius, kombiniert",382.5,385.5,3690,3759
"S821","Fraktur des proximalen Endes der Tibia",382.5,385.5,3625,3737.5
"S825","Fraktur des Innenknöchels",382.5,385.5,3501,1730.5
"S860","Verletzung der Achillessehne",382.5,385.5,3657,3750.5
"T181","Fremdkörper im Ösophagus",382.5,385.5,3637,3729.5
"T455","Vergiftung: Antikoagulanzien",382.5,385.5,3672,3533
"T817","Gefäßkomplikationen nach einem Eingriff, anderenorts nicht klassifiziert",382.5,385.5,3459,3523
"Z031","Beobachtung bei Verdacht auf bösartige Neubildung",382.5,385.5,3648,3743
"Z855","Bösartige Neubildung der Harnorgane in der Eigenanamnese",382.5,385.5,3430,3729.5
"Z991","Langzeitige Abhängigkeit vom Respirator",382.5,385.5,699,1730.5
"C674","Bösartige Neubildung: Hintere Harnblasenwand",421,342,414,3508
"C833","Diffuses großzelliges B-Zell-Lymphom",422.5,345,3699,3493
"H912","Idiopathischer Hörsturz",422.5,345,592,1730.5
"C169","Bösartige Neubildung: Magen, nicht näher bezeichnet",424,427,3446,3405
"C241","Bösartige Neubildung: Ampulla hepatopancreatica [Ampulla Vateri]",429,436.5,3496,3638
"C65","Bösartige Neubildung des Nierenbeckens",429,436.5,469,1730.5
"C66","Bösartige Neubildung des Ureters",429,436.5,598,1730.5
"D411","Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken",429,436.5,403,1730.5
"I330","Akute und subakute infektiöse Endokarditis",429,436.5,3275,1730.5
"I651","Verschluss und Stenose der A. basilaris",429,436.5,3716,3603
"I730","Raynaud-Syndrom",429,436.5,3708,3715
"I859","Ösophagusvarizen ohne Blutung",429,436.5,476,3683.5
"R521","Chronischer unbeeinflussbarer Schmerz",429,436.5,3571,3603
"C160","Bösartige Neubildung: Kardia",434,425,490,3459
"A045","Enteritis durch Campylobacter",624,634,546,3568.5
"A280","Pasteurellose",624,634,578,3508
"A402","Sepsis durch Streptokokken, Gruppe D",624,634,3317,1730.5
"A492","Infektion durch Haemophilus influenzae nicht näher bezeichneter Lokalisation",624,634,3329,1730.5
"A600","Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren",624,634,3654,3585.5
"A699","Spirochäteninfektion, nicht näher bezeichnet",624,634,3540,3683.5
"B023","Zoster ophthalmicus",624,634,3484,1730.5
"B338","Sonstige näher bezeichnete Viruskrankheiten",624,634,518,3387
"B349","Virusinfektion, nicht näher bezeichnet",624,634,3421,1730.5
"B370","Candida-Stomatitis",624,634,674,1730.5
"C109","Bösartige Neubildung: Oropharynx, nicht näher bezeichnet",624,634,3416,1730.5
"C111","Bösartige Neubildung: Hinterwand des Nasopharynx",624,634,3546,3683.5
"C161","Bösartige Neubildung: Fundus ventriculi",624,634,645,1730.5
"C188","Bösartige Neubildung: Kolon, mehrere Teilbereiche überlappend",624,634,695,1730.5
"C19","Bösartige Neubildung am Rektosigmoid, Übergang",624,634,3332,1730.5
"C348","Bösartige Neubildung: Bronchus und Lunge, mehrere Teilbereiche überlappend",624,634,495,3332
"C349","Bösartige Neubildung: Bronchus oder Lunge, nicht näher bezeichnet",624,634,496,3332
"C434","Bösartiges Melanom der behaarten Kopfhaut und des Halses",624,634,3458,3568.5
"C446","Sonstige bösartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter",624,634,3407,3533
"C447","Sonstige bösartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte",624,634,590,3270
"C491","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter",624,634,3660,3698.5
"C502","Bösartige Neubildung: Oberer innerer Quadrant der Brustdrüse",624,634,378,3493
"C52","Bösartige Neubildung der Vagina",624,634,3383,3585.5
"C675","Bösartige Neubildung: Harnblasenhals",624,634,664,3431.5
"C688","Bösartige Neubildung: Harnorgane, mehrere Teilbereiche überlappend",624,634,3441,1730.5
"C711","Bösartige Neubildung: Frontallappen",624,634,3340,1730.5
"C772","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Intraabdominale Lymphknoten",624,634,504,1730.5
"C774","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Inguinale Lymphknoten und Lymphknoten der unteren Extremität",624,634,3731,3698.5
"C779","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten, nicht näher bezeichnet",624,634,3384,3621.5
"C809","Bösartige Neubildung, nicht näher bezeichnet",624,634,638,1730.5
"C820","Follikuläres Lymphom Grad I",624,634,585,1730.5
"C821","Follikuläres Lymphom Grad II",624,634,586,1730.5
"C822","Follikuläres Lymphom Grad III, nicht näher bezeichnet",624,634,3424,3471.5
"C829","Follikuläres Lymphom, nicht näher bezeichnet",624,634,3517,3459
"C914","Haarzellenleukämie",624,634,3420,1730.5
"D123","Gutartige Neubildung: Colon transversum",624,634,560,3665
"D130","Gutartige Neubildung: Ösophagus",624,634,3335,3621.5
"D135","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase",624,634,525,3250
"D214","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens",624,634,3310,3355
"D334","Gutartige Neubildung: Rückenmark",624,634,689,3585.5
"D352","Gutartige Neubildung: Hypophyse",624,634,3519,1730.5
"D373","Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis",624,634,3512,1730.5
"D376","Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge",624,634,436,1730.5
"D380","Neubildung unsicheren oder unbekannten Verhaltens: Larynx",624,634,460,3243
"D383","Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum",624,634,3480,1730.5
"D399","Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet",624,634,3466,1730.5
"D412","Neubildung unsicheren oder unbekannten Verhaltens: Ureter",624,634,681,1730.5
"D472","Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]",624,634,385,1730.5
"D481","Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe",624,634,3302,3556.5
"D519","Vitamin-B12-Mangelanämie, nicht näher bezeichnet",624,634,445,1730.5
"D538","Sonstige näher bezeichnete alimentäre Anämien",624,634,3477,3683.5
"D684","Erworbener Mangel an Gerinnungsfaktoren",624,634,599,1730.5
"D698","Sonstige näher bezeichnete hämorrhagische Diathesen",624,634,643,1730.5
"D706","Sonstige Neutropenie",624,634,660,1730.5
"D728","Sonstige näher bezeichnete Krankheiten der Leukozyten",624,634,3455,3544.5
"D860","Sarkoidose der Lunge",624,634,387,1730.5
"D862","Sarkoidose der Lunge mit Sarkoidose der Lymphknoten",624,634,579,1730.5
"E041","Nichttoxischer solitärer Schilddrüsenknoten",624,634,3452,3568.5
"E055","Thyreotoxische Krise",624,634,3541,3715
"E115","Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen",624,634,470,1730.5
"E260","Primärer Hyperaldosteronismus",624,634,548,3523
"E268","Sonstiger Hyperaldosteronismus",624,634,3486,3544.5
"E512","Wernicke-Enzephalopathie",624,634,491,3715
"E538","Mangel an sonstigen näher bezeichneten Vitaminen des Vitamin-B-Komplexes",624,634,510,1730.5
"E65","Lokalisierte Adipositas",624,634,621,1730.5
"E785","Hyperlipidämie, nicht näher bezeichnet",624,634,452,3295
"E858","Sonstige Amyloidose",624,634,454,3493
"F019","Vaskuläre Demenz, nicht näher bezeichnet",624,634,371,3285.5
"F063","Organische affektive Störungen",624,634,626,1730.5
"F078","Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",624,634,591,1730.5
"F106","Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom",624,634,3652,3715
"F171","Psychische und Verhaltensstörungen durch Tabak: Schädlicher Gebrauch",624,634,3563,3649
"F190","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch]",624,634,3457,1730.5
"F192","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Abhängigkeitssyndrom",624,634,3337,1730.5
"F233","Sonstige akute vorwiegend wahnhafte psychotische Störungen",624,634,3370,3431.5
"F313","Bipolare affektive Störung, gegenwärtig leichte oder mittelgradige depressive Episode",624,634,3349,3544.5
"F314","Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome",624,634,634,3544.5
"F329","Depressive Episode, nicht näher bezeichnet",624,634,463,3621.5
"F411","Generalisierte Angststörung",624,634,3454,1730.5
"F448","Sonstige dissoziative Störungen [Konversionsstörungen]",624,634,677,3387
"F505","Erbrechen bei anderen psychischen Störungen",624,634,512,3322.5
"F605","Anankastische [zwanghafte] Persönlichkeitsstörung",624,634,3366,1730.5
"F608","Sonstige spezifische Persönlichkeitsstörungen",624,634,462,1730.5
"G048","Sonstige Enzephalitis, Myelitis und Enzephalomyelitis",624,634,652,1730.5
"G231","Progressive supranukleäre Ophthalmoplegie [Steele-Richardson-Olszewski-Syndrom]",624,634,3361,1730.5
"G258","Sonstige näher bezeichnete extrapyramidale Krankheiten und Bewegungsstörungen",624,634,3347,1730.5
"G300","Alzheimer-Krankheit mit frühem Beginn",624,634,3444,1730.5
"G312","Degeneration des Nervensystems durch Alkohol",624,634,619,1730.5
"G319","Degenerative Krankheit des Nervensystems, nicht näher bezeichnet",624,634,366,3295
"G360","Neuromyelitis optica [Devic-Krankheit]",624,634,356,3544.5
"G409","Epilepsie, nicht näher bezeichnet",624,634,3651,3556.5
"G431","Migräne mit Aura [Klassische Migräne]",624,634,3263,1730.5
"G444","Arzneimittelinduzierter Kopfschmerz, anderenorts nicht klassifiziert",624,634,3282,1730.5
"G508","Sonstige Krankheiten des N. trigeminus",624,634,606,3471.5
"G540","Läsionen des Plexus brachialis",624,634,608,1730.5
"G603","Idiopathische progressive Neuropathie",624,634,572,3471.5
"G608","Sonstige hereditäre und idiopathische Neuropathien",624,634,658,1730.5
"G610","Guillain-Barré-Syndrom",624,634,3403,3621.5
"G700","Myasthenia gravis",624,634,693,1730.5
"G711","Myotone Syndrome",624,634,536,1730.5
"G825","Tetraparese und Tetraplegie, nicht näher bezeichnet",624,634,3380,1730.5
"G831","Monoparese und Monoplegie einer unteren Extremität",624,634,3283,1730.5
"G908","Sonstige Krankheiten des autonomen Nervensystems",624,634,417,3243
"G918","Sonstiger Hydrozephalus",624,634,697,1730.5
"G951","Vaskuläre Myelopathien",624,634,3432,1730.5
"H160","Ulcus corneae",624,634,3333,1730.5
"H163","Interstitielle und tiefe Keratitis",624,634,3470,1730.5
"H179","Hornhautnarbe und -trübung, nicht näher bezeichnet",624,634,3610,3698.5
"H252","Cataracta senilis, Morgagni-Typ",624,634,3434,1730.5
"H262","Cataracta complicata",624,634,655,1730.5
"H264","Cataracta secundaria",624,634,3491,1730.5
"H269","Katarakt, nicht näher bezeichnet",624,634,3266,3312.5
"H342","Sonstiger Verschluss retinaler Arterien",624,634,3445,3556.5
"H351","Retinopathia praematurorum",624,634,3478,3683.5
"H400","Glaukomverdacht",624,634,637,1730.5
"H441","Sonstige Endophthalmitis",624,634,3578,3683.5
"H46","Neuritis nervi optici",624,634,325,3544.5
"H470","Affektionen des N. opticus, anderenorts nicht klassifiziert",624,634,3460,3603
"H491","Lähmung des N. trochlearis [IV. Hirnnerv]",624,634,3436,3715
"H494","Ophthalmoplegia progressiva externa",624,634,3467,1730.5
"H501","Strabismus concomitans divergens",624,634,559,1730.5
"H532","Diplopie",624,634,3415,1730.5
"H610","Perichondritis des äußeren Ohres",624,634,564,1730.5
"H819","Störung der Vestibularfunktion, nicht näher bezeichnet",624,634,3331,3508
"H911","Presbyakusis",624,634,3334,1730.5
"I083","Krankheiten der Mitral-, Aorten- und Trikuspidalklappe, kombiniert",624,634,663,1730.5
"I132","Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz und Niereninsuffizienz",624,634,3554,1730.5
"I201","Angina pectoris mit nachgewiesenem Koronarspasmus",624,634,3422,3585.5
"I213","Akuter transmuraler Myokardinfarkt an nicht näher bezeichneter Lokalisation",624,634,3291,1730.5
"I219","Akuter Myokardinfarkt, nicht näher bezeichnet",624,634,3437,3544.5
"I236","Thrombose des Vorhofes, des Herzohres oder der Kammer als akute Komplikation nach akutem Myokardinfarkt",624,634,3404,1730.5
"I250","Atherosklerotische Herz-Kreislauf-Krankheit, so beschrieben",624,634,3603,3665
"I255","Ischämische Kardiomyopathie",624,634,3442,1730.5
"I259","Chronische ischämische Herzkrankheit, nicht näher bezeichnet",624,634,629,3387
"I270","Primäre pulmonale Hypertonie",624,634,3311,1730.5
"I272","Sonstige näher bezeichnete sekundäre pulmonale Hypertonie",624,634,612,1730.5
"I358","Sonstige Aortenklappenkrankheiten",624,634,3547,3243
"I408","Sonstige akute Myokarditis",624,634,670,3431.5
"I409","Akute Myokarditis, nicht näher bezeichnet",624,634,3535,3698.5
"I458","Sonstige näher bezeichnete kardiale Erregungsleitungsstörungen",624,634,3623,3556.5
"I470","Ventrikuläre Arrhythmie durch Re-entry",624,634,3597,3665
"I494","Sonstige und nicht näher bezeichnete Extrasystolie",624,634,3516,3285.5
"I519","Herzkrankheit, nicht näher bezeichnet",624,634,616,1730.5
"I611","Intrazerebrale Blutung in die Großhirnhemisphäre, kortikal",624,634,3409,3649
"I64","Schlaganfall, nicht als Blutung oder Infarkt bezeichnet",624,634,506,1730.5
"I672","Zerebrale Atherosklerose",624,634,507,3229.5
"I678","Sonstige näher bezeichnete zerebrovaskuläre Krankheiten",624,634,3290,1730.5
"I700","Atherosklerose der Aorta",624,634,3577,3649
"I711","Aneurysma der Aorta thoracica, rupturiert",624,634,3694,3729.5
"I720","Aneurysma und Dissektion der A. carotis",624,634,455,3447
"I721","Aneurysma und Dissektion einer Arterie der oberen Extremität",624,634,3709,3715
"I729","Aneurysma und Dissektion nicht näher bezeichneter Lokalisation",624,634,3363,1730.5
"I744","Embolie und Thrombose der Extremitätenarterien, nicht näher bezeichnet",624,634,3323,1730.5
"I870","Postthrombotisches Syndrom",624,634,673,1730.5
"I888","Sonstige unspezifische Lymphadenitis",624,634,519,3375
"I952","Hypotonie durch Arzneimittel",624,634,3529,3556.5
"I971","Sonstige Funktionsstörungen nach kardiochirurgischem Eingriff",624,634,3386,1730.5
"I978","Sonstige Kreislaufkomplikationen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert",624,634,3280,3649
"J010","Akute Sinusitis maxillaris",624,634,3288,3523
"J039","Akute Tonsillitis, nicht näher bezeichnet",624,634,3485,3568.5
"J051","Akute Epiglottitis",624,634,666,1730.5
"J100","Grippe mit Pneumonie, sonstige Influenzaviren nachgewiesen",624,634,662,1730.5
"J101","Grippe mit sonstigen Manifestationen an den Atemwegen, sonstige Influenzaviren nachgewiesen",624,634,424,3355
"J13","Pneumonie durch Streptococcus pneumoniae",624,634,432,1730.5
"J150","Pneumonie durch Klebsiella pneumoniae",624,634,484,3603
"J151","Pneumonie durch Pseudomonas",624,634,3294,3259.5
"J154","Pneumonie durch sonstige Streptokokken",624,634,567,3431.5
"J182","Hypostatische Pneumonie, nicht näher bezeichnet",624,634,3453,1730.5
"J320","Chronische Sinusitis maxillaris",624,634,3270,1730.5
"J328","Sonstige chronische Sinusitis",624,634,503,1730.5
"J383","Sonstige Krankheiten der Stimmlippen",624,634,513,1730.5
"J392","Sonstige Krankheiten des Rachenraumes",624,634,3440,1730.5
"J398","Sonstige näher bezeichnete Krankheiten der oberen Atemwege",624,634,667,1730.5
"J410","Einfache chronische Bronchitis",624,634,3629,3638
"J451","Nichtallergisches Asthma bronchiale",624,634,3356,3568.5
"J47","Bronchiektasen",624,634,3419,3621.5
"J679","Allergische Alveolitis durch nicht näher bezeichneten organischen Staub",624,634,391,1730.5
"J700","Akute Lungenbeteiligung bei Strahleneinwirkung",624,634,607,3568.5
"J950","Funktionsstörung eines Tracheostomas",624,634,3425,3585.5
"J951","Akute pulmonale Insuffizienz nach Thoraxoperation",624,634,3456,3621.5
"J969","Respiratorische Insuffizienz, nicht näher bezeichnet",624,634,431,1730.5
